,Root Author,Co Author,Scholar Link
743,,Behnam Neyshabur,https://scholar.google.com/citations?user=e1ucbCYAAAAJ&hl=en&oe=ASCII
744,,Karthik Sridharan,https://scholar.google.com/citations?user=nX9D5AoAAAAJ&hl=en&oe=ASCII
745,,Ohad Shamir,https://scholar.google.com/citations?user=all0DHsAAAAJ&hl=en&oe=ASCII
746,,Jason D. Lee,https://scholar.google.com/citations?user=GR_DsT0AAAAJ&hl=en&oe=ASCII
747,,Ruslan Salakhutdinov,https://scholar.google.com/citations?user=ITZ1e7MAAAAJ&hl=en&oe=ASCII
748,,Jason Rennie,https://scholar.google.com/citations?user=TdYaW1cAAAAJ&hl=en&oe=ASCII
749,,Benjamin Recht,https://scholar.google.com/citations?user=a_dbdxAAAAAJ&hl=en&oe=ASCII
750,,Maria-Florina Balcan,https://scholar.google.com/citations?user=LWlN_BUAAAAJ&hl=en&oe=ASCII
751,,Ambuj Tewari | अम्बुज तिवारी,https://scholar.google.com/citations?user=ttbl4FsAAAAJ&hl=en&oe=ASCII
752,,Xueyuan Zhou,https://scholar.google.com/citations?user=jL9tpLIAAAAJ&hl=en&oe=ASCII
753,,Rachel Ward,https://scholar.google.com/citations?user=UnuEcZEAAAAJ&hl=en&oe=ASCII
754,,Martin Takáč,https://scholar.google.com/citations?user=qKQD-2cAAAAJ&hl=en&oe=ASCII
755,,Andreas Argyriou,https://scholar.google.com/citations?user=IRryH_0AAAAJ&hl=en&oe=ASCII
756,,Shai Ben-David,https://scholar.google.com/citations?user=kezPqwoAAAAJ&hl=en&oe=ASCII
757,,David Karger,https://scholar.google.com/citations?user=2vQRGrYAAAAJ&hl=en&oe=ASCII
758,,Sam Roweis (Memorial),https://scholar.google.com/citations?user=EpT5sLAAAAAJ&hl=en&oe=ASCII
759,,Deanna Needell,https://scholar.google.com/citations?user=SFGUFjEAAAAJ&hl=en&oe=ASCII
760,Manu Sridharan,Frank Tip,https://scholar.google.com/citations?user=siQDY4gAAAAJ&hl=en&oe=ASCII
761,,Satish Chandra,https://scholar.google.com/citations?user=4p8fJSgAAAAJ&hl=en&oe=ASCII
762,,Stephen Fink,https://scholar.google.com/citations?user=NnQgLH0AAAAJ&hl=en&oe=ASCII
763,,Julian Dolby,https://scholar.google.com/citations?user=o5QfxzkAAAAJ&hl=en&oe=ASCII
764,,Marco Pistoia,https://scholar.google.com/citations?user=tj2A8SUAAAAJ&hl=en&oe=ASCII
765,,Max Schaefer,https://scholar.google.com/citations?user=0SsEudwAAAAJ&hl=en&oe=ASCII
766,,Bor-Yuh Evan Chang,https://scholar.google.com/citations?user=wg3lXyYAAAAJ&hl=en&oe=ASCII
767,,Omer Tripp,https://scholar.google.com/citations?user=yvH6czsAAAAJ&hl=en&oe=ASCII
768,,Jong-Deok Choi,https://scholar.google.com/citations?user=6gFSNW0AAAAJ&hl=en&oe=ASCII
769,,Daniel Jackson,https://scholar.google.com/citations?user=PXY96lkAAAAJ&hl=en&oe=ASCII
770,,Shay Artzi,https://scholar.google.com/citations?user=pBUmjr0AAAAJ&hl=en&oe=ASCII
771,,Ilya Shlyakhter,https://scholar.google.com/citations?user=6OE28MsAAAAJ&hl=en&oe=ASCII
772,,Robert O'Callahan,https://scholar.google.com/citations?user=86Qd23sAAAAJ&hl=en&oe=ASCII
773,,Martin Vechev,https://scholar.google.com/citations?user=aZ1Rh50AAAAJ&hl=en&oe=ASCII
774,,Anders Møller,https://scholar.google.com/citations?user=Wx0bdN0AAAAJ&hl=en&oe=ASCII
775,,Koushik Sen,https://scholar.google.com/citations?user=Vn3L_ioAAAAJ&hl=en&oe=ASCII
776,,Cole Schlesinger,https://scholar.google.com/citations?user=nmOqGPIAAAAJ&hl=en&oe=ASCII
777,,Yannis Smaragdakis,https://scholar.google.com/citations?user=XCJuXcgAAAAJ&hl=en&oe=ASCII
778,Rajiv Gupta,Mary Lou Soffa,https://scholar.google.com/citations?user=KWiJaj8AAAAJ&hl=en&oe=ASCII
779,,Xiangyu Zhang,https://scholar.google.com/citations?user=PXbu1wIAAAAJ&hl=en&oe=ASCII
780,,Vijay Nagarajan,https://scholar.google.com/citations?user=xQYIFX0AAAAJ&hl=en&oe=ASCII
781,,Laxmi Bhuyan,https://scholar.google.com/citations?user=EITmT94AAAAJ&hl=en&oe=ASCII
782,,Youtao Zhang,https://scholar.google.com/citations?user=zvbUOD8AAAAJ&hl=en&oe=ASCII
783,,Min Feng,https://scholar.google.com/citations?user=ilR62s0AAAAJ&hl=en&oe=ASCII
784,,Rastislav Bodik,https://scholar.google.com/citations?user=YrihYtsAAAAJ&hl=en&oe=ASCII
785,,Keval Vora,https://scholar.google.com/citations?user=l40B-WYAAAAJ&hl=en&oe=ASCII
786,,Rami Melhem,https://scholar.google.com/citations?user=017pCpkAAAAJ&hl=en&oe=ASCII
787,,Jun Yang,https://scholar.google.com/citations?user=tijr1HcAAAAJ&hl=en&oe=ASCII
788,,Sriraman Tallam,https://scholar.google.com/citations?user=HtlPpGEAAAAJ&hl=en&oe=ASCII
789,,Xin Yuan,https://scholar.google.com/citations?user=3pkXlIEAAAAJ&hl=en&oe=ASCII
790,,Iulian Neamtiu,https://scholar.google.com/citations?user=8qU-5YMAAAAJ&hl=en&oe=ASCII
791,,Farzad Khorasani,https://scholar.google.com/citations?user=PBitawEAAAAJ&hl=en&oe=ASCII
792,,Soner Onder,https://scholar.google.com/citations?user=co8JfCAAAAAJ&hl=en&oe=ASCII
793,,Evelyn Duesterwald,https://scholar.google.com/citations?user=hlrCF3YAAAAJ&hl=en&oe=ASCII
794,,Arvind Krishnaswamy,https://scholar.google.com/citations?user=RoqdVWAAAAAJ&hl=en&oe=ASCII
795,,Changhui Lin,https://scholar.google.com/citations?user=gCQMj1MAAAAJ&hl=en&oe=ASCII
796,,Mehmet E. Belviranli,https://scholar.google.com/citations?user=8FX4WfwAAAAJ&hl=en&oe=ASCII
797,,Vivek Sarkar,https://scholar.google.com/citations?user=XjeIqxYAAAAJ&hl=en&oe=ASCII
798,Mohan Sridharan,Peter Stone,https://scholar.google.com/citations?user=qnwjcfAAAAAJ&hl=en&oe=ASCII
799,,Jeremy L Wyatt,https://scholar.google.com/citations?user=9FSuHUQAAAAJ&hl=en&oe=ASCII
800,,Shiqi Zhang,https://scholar.google.com/citations?user=D0pzuNoAAAAJ&hl=en&oe=ASCII
801,,Ben Meadows,https://scholar.google.com/citations?user=z_5NHfIAAAAJ&hl=en&oe=ASCII
802,,Michael Gelfond,https://scholar.google.com/citations?user=IcXx2DkAAAAJ&hl=en&oe=ASCII
803,,Richard Dearden,https://scholar.google.com/citations?user=Uv7LnjIAAAAJ&hl=en&oe=ASCII
804,,Xiang Li,https://scholar.google.com/citations?user=xRZlnxUAAAAJ&hl=en&oe=ASCII
805,,Heather Riley,https://scholar.google.com/citations?user=B1oGYq0AAAAJ&hl=en&oe=ASCII
806,,Bart Hogan,https://scholar.google.com/citations?user=lEHWWXQAAAAJ&hl=en&oe=ASCII
807,,Kristof Richmond,https://scholar.google.com/citations?user=0ujihbYAAAAJ&hl=en&oe=ASCII
808,,Pat Langley,https://scholar.google.com/citations?user=5JcRw-sAAAAJ&hl=en&oe=ASCII
809,,Todd Hester,https://scholar.google.com/citations?user=kGFh1QIAAAAJ&hl=en&oe=ASCII
810,,Maria Rocio Gomez Bardon,https://scholar.google.com/citations?user=b7os3e4AAAAJ&hl=en&oe=ASCII
811,,Aaron Sloman,https://scholar.google.com/citations?user=lTc3UwsAAAAJ&hl=en&oe=ASCII
812,,Nick Hawes,https://scholar.google.com/citations?user=bRsi4zoAAAAJ&hl=en&oe=ASCII
813,,"Prasanna Gowda, PhD",https://scholar.google.com/citations?user=feBw9ZcAAAAJ&hl=en&oe=ASCII
814,,Jerry Moorhead,https://scholar.google.com/citations?user=z4FNoKgAAAAJ&hl=en&oe=ASCII
815,,Geert-Jan Kruijff,https://scholar.google.com/citations?user=gLdI4FcAAAAJ&hl=en&oe=ASCII
816,,Benjamin Kuipers,https://scholar.google.com/citations?user=H1XVLwsAAAAJ&hl=en&oe=ASCII
817,,Michael Zillich,https://scholar.google.com/citations?user=a8nsHcYAAAAJ&hl=en&oe=ASCII
818,Kanokwan Sitthithakerngkiet,Poom Kumam,https://scholar.google.com/citations?user=32r6SGcAAAAJ&hl=en&oe=ASCII
819,,IDRIS AHMED,https://scholar.google.com/citations?user=J50dLZsAAAAJ&hl=en&oe=ASCII
820,,Jitsupa Deepho,https://scholar.google.com/citations?user=fohB0VsAAAAJ&hl=en&oe=ASCII
821,,Aliyu Muhammed Awwal,https://scholar.google.com/citations?user=qdviC4YAAAAJ&hl=en&oe=ASCII
822,,Jamilu Abubakar,https://scholar.google.com/citations?user=RSzHjfAAAAAJ&hl=en&oe=ASCII
823,,Talha Anwar,https://scholar.google.com/citations?user=yVknTL0AAAAJ&hl=en&oe=ASCII
824,,Kamal Shah,https://scholar.google.com/citations?user=IapiZDsAAAAJ&hl=en&oe=ASCII
825,,"Musa Ahmed Demba, PhD",https://scholar.google.com/citations?user=nUTNtGIAAAAJ&hl=en&oe=ASCII
826,,Dr. Ibrahim Mohammed Sulaiman,https://scholar.google.com/citations?user=hbfnPRoAAAAJ&hl=en&oe=ASCII
827,,Prof.Dr.habil.Phatiphat Thounthong,https://scholar.google.com/citations?user=-rGKE3IAAAAJ&hl=en&oe=ASCII
828,,Auwal Bala Abubakar,https://scholar.google.com/citations?user=5LF-WVgAAAAJ&hl=en&oe=ASCII
829,,Hassan Mohammad,https://scholar.google.com/citations?user=XYBjonEAAAAJ&hl=en&oe=ASCII
830,,Wachirapong Jirakitpuwapat,https://scholar.google.com/citations?user=iPaPtXUAAAAJ&hl=en&oe=ASCII
831,,Yeol-Je Cho,https://scholar.google.com/citations?user=TCEaSd4AAAAJ&hl=en&oe=ASCII
832,,Alhassan Ibrahim,https://scholar.google.com/citations?user=xF6LiAUAAAAJ&hl=en&oe=ASCII
833,,Fahd Jarad,https://scholar.google.com/citations?user=dN9N2S8AAAAJ&hl=en&oe=ASCII
834,,Duangkamon Kitkuan,https://scholar.google.com/citations?user=kQR2dXkAAAAJ&hl=en&oe=ASCII
835,,Konrawut Khammahawong,https://scholar.google.com/citations?user=C4Z_lUsAAAAJ&hl=en&oe=ASCII
836,,Habib ur Rehman,https://scholar.google.com/citations?user=tGELK4wAAAAJ&hl=en&oe=ASCII
837,Ramin Zahedi,Edwin K. P. Chong,https://scholar.google.com/citations?user=ceYJJmYAAAAJ&hl=en&oe=ASCII
838,,Ali Pezeshki,https://scholar.google.com/citations?user=5laKwx4AAAAJ&hl=en&oe=ASCII
839,Sara Zahedi,Mats G Larson,https://scholar.google.com/citations?user=Ra2GmFsAAAAJ&hl=en&oe=ASCII
840,,Peter Hansbo,https://scholar.google.com/citations?user=q4ahjfoAAAAJ&hl=en&oe=ASCII
841,,Erik Burman,https://scholar.google.com/citations?user=Kx9xsJMAAAAJ&hl=en&oe=ASCII
842,,Anna-Karin Tornberg,https://scholar.google.com/citations?user=brTICLgAAAAJ&hl=en&oe=ASCII
843,,Andre Massing,https://scholar.google.com/citations?user=OpO92rMAAAAJ&hl=en&oe=ASCII
844,,Martin Berggren,https://scholar.google.com/citations?user=HT8lb1MAAAAJ&hl=en&oe=ASCII
845,,Emanuel H. Rubensson,https://scholar.google.com/citations?user=yHYTmqEAAAAJ&hl=en&oe=ASCII
846,,Katarina Gustavsson,https://scholar.google.com/citations?user=tqJxLlEAAAAJ&hl=en&oe=ASCII
847,Mohammad Zaheri,Adam O'Neill,https://scholar.google.com/citations?user=SIFRrBIAAAAJ&hl=en&oe=ASCII
848,,Jonathan Katz,https://scholar.google.com/citations?user=H4rKFc8AAAAJ&hl=en&oe=ASCII
849,,Viet Tung Hoang,https://scholar.google.com/citations?user=ggcCMuIAAAAJ&hl=en&oe=ASCII
850,,Kobbi Nissim,https://scholar.google.com/citations?user=U-RE8IgAAAAJ&hl=en&oe=ASCII
851,,Amos Beimel,https://scholar.google.com/citations?user=gDNJ_YwAAAAJ&hl=en&oe=ASCII
852,,Babak Sadeghiyan,https://scholar.google.com/citations?user=U_Ex4IIAAAAJ&hl=en&oe=ASCII
853,Artem Zvavitch,Alexander Koldobsky,https://scholar.google.com/citations?user=dl8H5mEAAAAJ&hl=en&oe=ASCII
854,,Fedor Nazarov,https://scholar.google.com/citations?user=BKd06H0AAAAJ&hl=en&oe=ASCII
855,,Arnaud Marsiglietti,https://scholar.google.com/citations?user=AnhHT1UAAAAJ&hl=en&oe=ASCII
856,,Mokshay Madiman,https://scholar.google.com/citations?user=4JgenfsAAAAJ&hl=en&oe=ASCII
857,,Ivan Soprunov,https://scholar.google.com/citations?user=1Mui_9kAAAAJ&hl=en&oe=ASCII
858,,Richard Gardner,https://scholar.google.com/citations?user=ipJ6ptoAAAAJ&hl=en&oe=ASCII
859,,Christos Saroglou,https://scholar.google.com/citations?user=lFO8yWsAAAAJ&hl=en&oe=ASCII
860,,Jesús Yepes Nicolás,https://scholar.google.com/citations?user=jbNcvfMAAAAJ&hl=en&oe=ASCII
861,,Alexander Fish,https://scholar.google.com/citations?user=fiGDCnkAAAAJ&hl=en&oe=ASCII
862,,Piotr Nayar,https://scholar.google.com/citations?user=cm7aKEoAAAAJ&hl=en&oe=ASCII
863,,Galyna Livshyts,https://scholar.google.com/citations?user=YKAlynYAAAAJ&hl=en&oe=ASCII
864,,Edgardo Roldán-Pensado,https://scholar.google.com/citations?user=SiOtSMMAAAAJ&hl=en&oe=ASCII
865,,Martin Henk,https://scholar.google.com/citations?user=_37nfCQAAAAJ&hl=en&oe=ASCII
866,,David Iglesias,https://scholar.google.com/citations?user=WfCZhmAAAAAJ&hl=en&oe=ASCII
867,,Luis C. García-Lirola,https://scholar.google.com/citations?user=0GIbanIAAAAJ&hl=en&oe=ASCII
868,,Grigoris Paouris,https://scholar.google.com/citations?user=iX-aoDQAAAAJ&hl=en&oe=ASCII
869,,Zsolt Lángi,https://scholar.google.com/citations?user=z7NxT4QAAAAJ&hl=en&oe=ASCII
870,,Apostolos Giannopoulos,https://scholar.google.com/citations?user=tQ6fs6UAAAAJ&hl=en&oe=ASCII
871,,Fedor Petrov,https://scholar.google.com/citations?user=xecAiSQAAAAJ&hl=en&oe=ASCII
872,Dimitri Zvonkine,Sergey Shadrin,https://scholar.google.com/citations?user=yON45egAAAAJ&hl=en&oe=ASCII
873,,Lando Sergei,https://scholar.google.com/citations?user=IzIJVlkAAAAJ&hl=en&oe=ASCII
874,,Alexandr Buryak,https://scholar.google.com/citations?user=cpgnzZIAAAAJ&hl=en&oe=ASCII
875,,Maxim Kazarian,https://scholar.google.com/citations?user=dYZZB6gAAAAJ&hl=en&oe=ASCII
876,,Dmitri Panov,https://scholar.google.com/citations?user=-d-kN6QAAAAJ&hl=en&oe=ASCII
877,,Yurii Burman,https://scholar.google.com/citations?user=r3oMgNgAAAAJ&hl=en&oe=ASCII
878,,Danilo Lewanski,https://scholar.google.com/citations?user=Yv3fo5MAAAAJ&hl=en&oe=ASCII
879,,Alexandr Popolitov,https://scholar.google.com/citations?user=4K00_vwAAAAJ&hl=en&oe=ASCII
880,Radhika Niranjan Mysore,Amin Vahdat,https://scholar.google.com/citations?user=r3aWCRUAAAAJ&hl=en&oe=ASCII
881,,Nathan Farrington,https://scholar.google.com/citations?user=WcsL6KoAAAAJ&hl=en&oe=ASCII
882,,Sivasankar Radhakrishnan,https://scholar.google.com/citations?user=MOvIgE4AAAAJ&hl=en&oe=ASCII
883,,Andreas Pamboris,https://scholar.google.com/citations?user=hasGIkgAAAAJ&hl=en&oe=ASCII
884,,George Porter,https://scholar.google.com/citations?user=aWQabOQAAAAJ&hl=en&oe=ASCII
885,,Vikram Subramanya,https://scholar.google.com/citations?user=n5gH6qoAAAAJ&hl=en&oe=ASCII
886,,Ada Gavrilovska,https://scholar.google.com/citations?user=OlRjTCIAAAAJ&hl=en&oe=ASCII
887,,Harsha Madhyastha,https://scholar.google.com/citations?user=kxDm9EsAAAAJ&hl=en&oe=ASCII
888,,Alexander Pucher,https://scholar.google.com/citations?user=1liCpdwAAAAJ&hl=en&oe=ASCII
889,,Keith Marzullo,https://scholar.google.com/citations?user=hWzTk6MAAAAJ&hl=en&oe=ASCII
890,,Adit Ranadive,https://scholar.google.com/citations?user=m8ctMHgAAAAJ&hl=en&oe=ASCII
891,,meg walraed-sullivan,https://scholar.google.com/citations?user=ykI8YfQAAAAJ&hl=en&oe=ASCII
892,,George Varghese,https://scholar.google.com/citations?user=rnR3JrYAAAAJ&hl=en&oe=ASCII
893,,Ratul Mahajan,https://scholar.google.com/citations?user=Sh1yq5QAAAAJ&hl=en&oe=ASCII
894,,Ethan Katz-Bassett,https://scholar.google.com/citations?user=CknstQwAAAAJ&hl=en&oe=ASCII
895,,Minlan Yu,https://scholar.google.com/citations?user=C_QXDzoAAAAJ&hl=en&oe=ASCII
896,,Ramesh Govindan,https://scholar.google.com/citations?user=ZTkRs84AAAAJ&hl=en&oe=ASCII
897,,Malveeka Tewari,https://scholar.google.com/citations?user=5J0m7uoAAAAJ&hl=en&oe=ASCII
898,,Alexander Rasmussen,https://scholar.google.com/citations?user=sj0m8YYAAAAJ&hl=en&oe=ASCII
899,Magnus O. Myreen,Scott Owens,https://scholar.google.com/citations?user=jB5_iiMAAAAJ&hl=en&oe=ASCII
900,,Ramana Kumar,https://scholar.google.com/citations?user=OyX1-qYAAAAJ&hl=en&oe=ASCII
901,,Yong Kiam Tan,https://scholar.google.com/citations?user=WzG0S8MAAAAJ&hl=en&oe=ASCII
902,,Michael Norrish,https://scholar.google.com/citations?user=Ymd4ZfYAAAAJ&hl=en&oe=ASCII
903,,Francesco Zappa Nardelli,https://scholar.google.com/citations?user=pp1KBVQAAAAJ&hl=en&oe=ASCII
904,,Susmit Sarkar,https://scholar.google.com/citations?user=j4LMPLwAAAAJ&hl=en&oe=ASCII
905,,Peter Sewell,https://scholar.google.com/citations?user=EkIgIUcAAAAJ&hl=en&oe=ASCII
906,,Jade Alglave,https://scholar.google.com/citations?user=Rt3myI4AAAAJ&hl=en&oe=ASCII
907,,Johannes Åman Pohjola,https://scholar.google.com/citations?user=wzZBTOUAAAAJ&hl=en&oe=ASCII
908,,Ralph-Johan Back,https://scholar.google.com/citations?user=eIP8lCkAAAAJ&hl=en&oe=ASCII
909,,Gerwin Klein,https://scholar.google.com/citations?user=XV9ZVncAAAAJ&hl=en&oe=ASCII
910,,Samin Ishtiaq,https://scholar.google.com/citations?user=GWQ7kp0AAAAJ&hl=en&oe=ASCII
911,,Zachary Tatlock,https://scholar.google.com/citations?user=jz2Tvk4AAAAJ&hl=en&oe=ASCII
912,,Rose Bohrer,https://scholar.google.com/citations?user=0Vl7FVMAAAAJ&hl=en&oe=ASCII
913,,Stefan Mitsch,https://scholar.google.com/citations?user=KbfRDmEAAAAJ&hl=en&oe=ASCII
914,,André Platzer,https://scholar.google.com/citations?user=Y80iWtgAAAAJ&hl=en&oe=ASCII
915,,Eva Darulova,https://scholar.google.com/citations?user=GrC1RcEAAAAJ&hl=en&oe=ASCII
916,,Nikita Zyuzin,https://scholar.google.com/citations?user=BNCBH4AAAAAJ&hl=en&oe=ASCII
917,,Hira Taqdees Syeda,https://scholar.google.com/citations?user=4PWt3HEAAAAJ&hl=en&oe=ASCII
918,Dimitrios Myrisiotis,Mahdi Cheraghchi,https://scholar.google.com/citations?user=pDkhB5EAAAAJ&hl=en&oe=ASCII
919,,Sajin Koroth,https://scholar.google.com/citations?user=Tf_natAAAAAJ&hl=en&oe=ASCII
920,,Evangelos Papadopoulos,https://scholar.google.com/citations?user=K4FeOr8AAAAJ&hl=en&oe=ASCII
921,,Igor Carboni Oliveira,https://scholar.google.com/citations?user=aaGW2qwAAAAJ&hl=en&oe=ASCII
922,,Dario Izzo,https://scholar.google.com/citations?user=V4jpBB4AAAAJ&hl=en&oe=ASCII
923,,Guido de Croon,https://scholar.google.com/citations?user=gTF1wiwAAAAJ&hl=en&oe=ASCII
924,,Iosif S. Paraskevas,https://scholar.google.com/citations?user=XQf8oLgAAAAJ&hl=en&oe=ASCII
925,,Ilya Volkovich,https://scholar.google.com/citations?user=Xd6_27cAAAAJ&hl=en&oe=ASCII
926,,Eric Allender,https://scholar.google.com/citations?user=dQwv9e4AAAAJ&hl=en&oe=ASCII
927,,Yuichi Yoshida,https://scholar.google.com/citations?user=EIXTG_UAAAAJ&hl=en&oe=ASCII
928,,Ioannis Poulakakis,https://scholar.google.com/citations?user=9MP6nOcAAAAJ&hl=en&oe=ASCII
929,,Pavan Aduri,https://scholar.google.com/citations?user=4QIV0FUAAAAJ&hl=en&oe=ASCII
930,,Vinodchandran Variyam,https://scholar.google.com/citations?user=iCrL0MUAAAAJ&hl=en&oe=ASCII
931,,Kuldeep S. Meel,https://scholar.google.com/citations?user=bvW5Hs8AAAAJ&hl=en&oe=ASCII
932,,Sutanu Gayen,https://scholar.google.com/citations?user=aqd7jKoAAAAJ&hl=en&oe=ASCII
933,,Arnab Bhattacharyya,https://scholar.google.com/citations?user=eECXWqUAAAAJ&hl=en&oe=ASCII
934,Margaryta Myronyuk,Gennadiy Feldman,https://scholar.google.com/citations?user=-kdaxzkAAAAJ&hl=en&oe=ASCII
935,Sergii Myroshnychenko,Christos Saroglou,https://scholar.google.com/citations?user=lFO8yWsAAAAJ&hl=en&oe=ASCII
936,,Adam B Kashlak,https://scholar.google.com/citations?user=KROKh8oAAAAJ&hl=en&oe=ASCII
937,,Kateryna Tatarko,https://scholar.google.com/citations?user=vp2LSnIAAAAJ&hl=en&oe=ASCII
938,,Alexander Borisenko,https://scholar.google.com/citations?user=KxRx3e4AAAAJ&hl=en&oe=ASCII
939,Mikko Myrskyla,Christian Dudel,https://scholar.google.com/citations?user=SxlDoHwAAAAJ&hl=en&oe=ASCII
940,,Enrique Acosta,https://scholar.google.com/citations?user=TvP3KiIAAAAJ&hl=en&oe=ASCII
941,,Alice Goisis,https://scholar.google.com/citations?user=Eqjw6BwAAAAJ&hl=en&oe=ASCII
942,,Tim Riffe,https://scholar.google.com/citations?user=FkmcCGYAAAAJ&hl=en&oe=ASCII
943,,Kieron Barclay,https://scholar.google.com/citations?user=SpfiACwAAAAJ&hl=en&oe=ASCII
944,,Rachel Margolis,https://scholar.google.com/citations?user=I-ROg4MAAAAJ&hl=en&oe=ASCII
945,,Neil Mehta,https://scholar.google.com/citations?user=ORSejX0AAAAJ&hl=en&oe=ASCII
946,,Jessica Nisén,https://scholar.google.com/citations?user=Z7IUgEcAAAAJ&hl=en&oe=ASCII
947,,Alyson van Raalte,https://scholar.google.com/citations?user=8BSywjoAAAAJ&hl=en&oe=ASCII
948,,Hans-Peter Kohler,https://scholar.google.com/citations?user=LxGeqB0AAAAJ&hl=en&oe=ASCII
949,,Sebastian Klüsener,https://scholar.google.com/citations?user=nDnOHKQAAAAJ&hl=en&oe=ASCII
950,,Joshua R. Goldstein,https://scholar.google.com/citations?user=xR01n-sAAAAJ&hl=en&oe=ASCII
951,,Héctor Pifarré i Arolas,https://scholar.google.com/citations?user=wPxFj5UAAAAJ&hl=en&oe=ASCII
952,,Irma Elo,https://scholar.google.com/citations?user=HxYWiHsAAAAJ&hl=en&oe=ASCII
953,,Maarten J. Bijlsma,https://scholar.google.com/citations?user=CCA07fMAAAAJ&hl=en&oe=ASCII
954,,Peng Li,https://scholar.google.com/citations?user=PoDD7aIAAAAJ&hl=en&oe=ASCII
955,,Jo Mhairi Hale,https://scholar.google.com/citations?user=Y8BAYmQAAAAJ&hl=en&oe=ASCII
956,,Lasse Tarkiainen,https://scholar.google.com/citations?user=TmlIstQAAAAJ&hl=en&oe=ASCII
957,,Risto Lehtonen,https://scholar.google.com/citations?user=0lEbFTQAAAAJ&hl=en&oe=ASCII
958,Frédéric Mynard,William Trott,https://scholar.google.com/citations?user=i-h_8-cAAAAJ&hl=en&oe=ASCII
959,,Dirk Hofmann,https://scholar.google.com/citations?user=1oJhsIkAAAAJ&hl=en&oe=ASCII
960,,Mikhail Tkachenko,https://scholar.google.com/citations?user=lNMWqyEAAAAJ&hl=en&oe=ASCII
961,Mirko Myllykoski,Carl Christian Kjelgaard Mikkelsen,https://scholar.google.com/citations?user=pIajy4EAAAAJ&hl=en&oe=ASCII
962,,Bo Kågström,https://scholar.google.com/citations?user=zBS_IMgAAAAJ&hl=en&oe=ASCII
963,,Tommi Kärkkäinen,https://scholar.google.com/citations?user=x65tCsUAAAAJ&hl=en&oe=ASCII
964,,Jari Toivanen,https://scholar.google.com/citations?user=LC1_w24AAAAJ&hl=en&oe=ASCII
965,,Alberto Quintero,https://scholar.google.com/citations?user=nKrL62QAAAAJ&hl=en&oe=ASCII
966,Thulasi Mylvaganam,Alessandro Astolfi,https://scholar.google.com/citations?user=Ogh_wa0AAAAJ&hl=en&oe=ASCII
967,,Mario Sassano,https://scholar.google.com/citations?user=69QoSNMAAAAJ&hl=en&oe=ASCII
968,,Dario Bauso,https://scholar.google.com/citations?user=jIzjehIAAAAJ&hl=en&oe=ASCII
969,,Aditya Paranjape,https://scholar.google.com/citations?user=4d54VyUAAAAJ&hl=en&oe=ASCII
970,,Juan E. Machado,https://scholar.google.com/citations?user=KqvRPTUAAAAJ&hl=en&oe=ASCII
971,,Romeo Ortega,https://scholar.google.com/citations?user=1jf5n5wAAAAJ&hl=en&oe=ASCII
972,,Corrado Possieri,https://scholar.google.com/citations?user=e16jX1oAAAAJ&hl=en&oe=ASCII
973,,Giordano Scarciotti,https://scholar.google.com/citations?user=Qj3mL0kAAAAJ&hl=en&oe=ASCII
974,,Kristin Y. Pettersen,https://scholar.google.com/citations?user=a58cNycAAAAJ&hl=en&oe=ASCII
975,,Jan Tommy Gravdahl,https://scholar.google.com/citations?user=xaYqRfAAAAAJ&hl=en&oe=ASCII
976,,Imad Jaimoukha,https://scholar.google.com/citations?user=zzIhI_YAAAAJ&hl=en&oe=ASCII
977,,Kristel Fobelets,https://scholar.google.com/citations?user=uKoe-24AAAAJ&hl=en&oe=ASCII
978,,Andrea Cristofaro,https://scholar.google.com/citations?user=7eHMkgQAAAAJ&hl=en&oe=ASCII
979,Nitin Jonathan Myers,Robert Heath,https://scholar.google.com/citations?user=17Ko8Q0AAAAJ&hl=en&oe=ASCII
980,,Amine Mezghani,https://scholar.google.com/citations?user=GrNvR5wAAAAJ&hl=en&oe=ASCII
